OBJECTID;Facility;Address__Facility_;ZIP__Facility_;Town__Facility_;Canton__Facility_;Services__Facility_;Institution;Address__Institution_;Town__Institution_;Medic;Nursing_Staff;Medical_Staff_Other;Beds_Acute_Care;Beds_in_Psychiatric_Wards;Beds_in_Rehab;Beds_in_Birth_Centers;longitude;latitude;Beds_Aggregated;Beds_Total;Size_Category;Cost_per_Bed
805;Heiden;Hasenbühlstrasse 11;9410;Heiden;AR;Amb, Stat;Hirslanden Klinik Am Rosenberg AG;Hasenbühlstrasse 11;9410 Heiden;6.04;69.04;13.31;35;;;;2757492.998;1257164.471;;;;
806;Hirslanden Klinik Aarau;Schänisweg 1;5001;Aarau;AG;Amb, Stat;Hirslanden Klinik Aarau;Schänisweg 1;5000 Aarau;14.19;384.54;93.22;155;;;;2645608.497;1249057.672;;;;
807;Hirslanden Klinik Birshof;Reinacherstrasse 28;4142;Münchenstein;BL;Amb, Stat;Hirslanden Klinik Birshof;Reinacherstrasse 28;4142 Münchenstein;10.77;90.71;53.31;54;;;;2612519.905;1264119.723;;;;
808;Hirslanden Klinik Meggen;Huobmattstrasse 9;6045;Meggen;LU;Amb, Stat;Hirslanden Klinik St. Anna AG;St. Anna­Strasse 32;6006 Luzern;85.62;469.05;164.58;213;;;;2671545.604;1211433.051;;;;
809;Hirslanden Klinik St. Anna AG;St. Anna-Strasse 32;6006;Luzern;LU;Amb, Stat;Hirslanden Klinik St. Anna AG;St. Anna­Strasse 32;6006 Luzern;85.62;469.05;164.58;213;;;;2667408.343;1212293.285;;;;
810;Hirslanden Klinik Stephanshorn;Brauerstrasse 95;9016;St. Gallen;SG;Amb, Stat;Hirslanden Klinik Stephanshorn;Brauerstrasse 95;9016 St. Gallen;38.99;230.82;63.73;88;;;;2748832.831;1256839.133;;;;
811;Hirslanden Seefeld;Seefeldstrasse 214;8008;Zürich;ZH;Amb;Klinik Hirslanden AG;Witellikerstrasse 40;8008 Zürich;131.32;793.79;203.79;331;;;;2684625.558;1245277.383;;;;
812;Hochgebirgsklinik Davos;Herman-Burchard-Strasse 1;7265;Davos Wolfgang;GR;Amb, Stat;Hochgebirgsklinik Davos AG;Herman­Burchard­Strasse 1;7265 Davos Wolfgang;54.45;110.72;65.11;1;45;118;;2784435.884;1189317.859;;;;
813;Hof Weissbad AG;Im Park 1;9057;Weissbad;AI;Stat;Hof Weissbad AG Nachbehandlungs-Zentrum;Im Park 1;9057 Weissbad;1.07;5.71;8.57;;;19;;2750785.537;1241770.26;;;;
763;Fondation Rive-Neuve;Chemin des Cuarroz 57;1807;Blonay;VD;Amb, Stat;Fondation Rive-Neuve - Unité de Soins Palliatifs;Chemin des Cuarroz 57;1807 Blonay;3.72;35.21;3.89;18;;2;;2557231;1145981.002;20;20;Small;65000
825;Hôpital de Nyon;Chemin Monastier 10;1260;Nyon;VD;Amb, Stat;Groupement Hospitalier de l'Ouest Lémanique (GHOL) SA;Chemin Monastier 10;1260 Nyon;92.76;344.66;61.47;141;;24;;2506830.003;1137618.002;165;120;Moderate;252000
826;Hôpital de Rolle;Route de l'Hôpital 26;1180;Rolle;VD;Amb, Stat;Groupement Hospitalier de l'Ouest Lémanique (GHOL) SA;Chemin Monastier 10;1260 Nyon;92.76;344.66;61.47;141;;24;;2516134.002;1146492.001;165;45;Small;146250
735;Clinique de Genolier;Route du Muids 3;1272;Genolier;VD;Amb, Stat;GSMN Schweiz SA - Clinique de Genolier;Route du Muids 3;1272 Genolier;16.16;100.5;47.68;112;;;;2506121.001;1144523.002;112;112;Moderate;235200
818;Hôpital de La Providence;Faubourg de l'Hôpital 81;2000;Neuchâtel;NE;Amb, Stat;SMN - Neuchâtel;Faubourg de l'Hôpital 81;2000 Neuchâtel;2.21;102.17;18.77;74;;;;2562008.789;1205021.137;;;;
819;Hôpital de La Tour;Avenue Jacob-Daniel Maillard 3;1217;Meyrin;GE;Amb, Stat;Hôpital de la Tour;Avenue Jacob­Daniel Maillard 3;1217 Meyrin;45.21;432.49;119.61;143;;;;2494200.753;1120644.001;;;;
737;Clinique de Montchoisi;Chemin des Allinges 10;1006;Lausanne;VD;Amb, Stat;GSMN Schweiz SA - Clinique de Montchoisi;Chemin des Allinges 10;1006 Lausanne;0;41.14;19.88;29;;;;2538370.998;1151258.001;29;29;Small;94250
821;Hôpital de Malévoz - IPVR;Route de Morgins 10;1870;Monthey;VS;Amb, Stat;Hôpital du Valais - Centre hospitalier du Valais Romand CHVR;Avenue du Grand-Champsec 80;1950 Sion;555.77;1385.2;321.14;452;154;145;;2561873.999;1122920.001;;;;
822;Hôpital de Martigny;Av. de la Fusion 27 Case postale;1920;Martigny;VS;Amb, Stat;Hôpital du Valais - Centre hospitalier du Valais Romand CHVR;Avenue du Grand-Champsec 80;1950 Sion;555.77;1385.2;321.14;452;154;145;;2571300.913;1105381.907;;;;
734;Clinique Valmont;Route de Valmont;1823;Glion;VD;Amb, Stat;GSMN Schweiz SA - Clinique Valmont;Route de Valmont;1823 Glion;4.85;36.38;42.8;;;59;;2560965.78;1141779.107;59;59;Moderate;123900
824;Hôpital de Moutier;Beausite 49;2740;Moutier;BE;Amb, Stat;Réseau de l'Arc SA;Les Fontenayes 17;2610 St-Imier;152.88;421.68;100.6;87;88;8;;2595137.271;1236783.036;;;;
820;Hôpital de Lavaux;Chemin des Colombaires 31;1096;Cully;VD;Amb, Stat;Hôpital de Lavaux;Chemin des Colombaires 31;1096 Cully;10.21;80.31;19.96;10;;46;;2545231.999;1149050.003;56;56;Moderate;117600
948;Moudon;Avenue de Cerjat 6;1510;Moudon;VD;Amb;Hôpital Intercantonal de la Broye (HIB);Avenue de la Colline 3;1530 Payerne;106.36;251.44;80.18;105;;47;;2551244.961;1168880.001;152;105;Moderate;220500
827;Hôpital de Saint-Imier;Les Fontenayes 17;2610;St-Imier;BE;Amb, Stat;Réseau de l'Arc SA;Les Fontenayes 17;2610 St-Imier;152.88;421.68;100.6;87;88;8;;2565490.363;1222035.004;;;;
972;Payerne;Avenue de la Colline 3;1530;Payerne;VD;Amb, Stat;Hôpital Intercantonal de la Broye (HIB);Avenue de la Colline 3;1530 Payerne;106.36;251.44;80.18;105;;47;;2562405.998;1185424.003;152;47;Small;152750
829;Hôpital de Sierre;Rue St-Charles 14;3960;Sierre;VS;Amb, Stat;Hôpital du Valais - Centre hospitalier du Valais Romand CHVR;Avenue du Grand-Champsec 80;1950 Sion;555.77;1385.2;321.14;452;154;145;;2606391.135;1126753.915;;;;
830;Hôpital de Sion Champsec;Av. du Grand-Champsec 80;1951;Sion;VS;Amb, Stat;Hôpital du Valais - Centre hospitalier du Valais Romand CHVR;Avenue du Grand-Champsec 80;1950 Sion;555.77;1385.2;321.14;452;154;145;;2596019.906;1120354.746;;;;
831;Hôpital de la Providence Service de dialyse;Chasseral 20;2300;La Chaux-de-Fonds;NE;Amb;SMN - Neuchâtel;Faubourg de l'Hôpital 81;2000 Neuchâtel;2.21;102.17;18.77;74;;;;2553953.177;1218217.012;;;;
833;Hôpital ophtalmique Jules-Gonin;Avenue de France 15;1004;Lausanne;VD;Amb, Stat;Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles;Avenue de France 15;1004 Lausanne;59.99;85.55;47.3;9;;;;2537438.998;1152918.001;9;9;Small;29250
610;Aigle Pôle Physio-Ergo d'Aigle;Chemin de la Valerette 1;1860;Aigle;VD;Amb;Hôpital Riviera-Chablais Vaud-Valais;Route du Vieux Séquoia 20;1847 Rennaz;303.87;811.47;148.47;289;;92;;2563637.958;1128742.004;381;21;Small;68250
947;Mottex Réadaptation/gériatrie;Chemin de Mottex 25;1807;Blonay;VD;Amb, Stat;Hôpital Riviera-Chablais Vaud-Valais;Route du Vieux Séquoia 20;1847 Rennaz;303.87;811.47;148.47;289;;92;;2557475.961;1145610.001;381;42;Small;136500
994;Providence Permanence médicale Riviera Réadaptation/gériatrie;Avenue de la Prairie 3;1800;Vevey;VD;Amb, Stat;Hôpital Riviera-Chablais Vaud-Valais;Route du Vieux Séquoia 20;1847 Rennaz;303.87;811.47;148.47;289;;92;;2555111.96;1145345.002;381;64;Moderate;134400
836;Inselspital;Freiburgstrasse 18;3010;Bern;BE;Amb, Stat;Insel Gruppe AG (universitär);Freiburgstrasse 18;3010 Bern;1566.75;2889.65;1135.69;899;;18;;2599009.846;1199631.17;;254;;254
837;Institut für Radiologie Leuggern c/o Asana Spital;Kommendeweg 12;5316;Leuggern;AG;Amb;Kantonsspital Baden AG;Im Ergel;5404 Baden;459.39;927.92;408.43;370;;;;2658608.126;1270287.648;;0;;0
1024;Rennaz Centre hospitalier de Rennaz;Route du Vieux Séquoia 20;1847;Rennaz;VD;Amb, Stat;Hôpital Riviera-Chablais Vaud-Valais;Route du Vieux Séquoia 20;1847 Rennaz;303.87;811.47;148.47;289;;92;;2560179.958;1136600.001;381;254;Big;990600
839;Ita Wegman Ambulatorium;Viaduktstrasse 12;4051;Basel;BS;Amb;Klinik Arlesheim AG;Pfeffingerweg 1;4144 Arlesheim;81.4;135.06;66.3;42;47;;;2611179.397;1266525.186;;;;
840;Jugendpsychiatrische Th.station;Fenkernstrasse 15;6010;Kriens;LU;Amb, Stat;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2663698.823;1209468.21;;;;
841;KAP Hegibach;Minervastrasse 145;8032;Zürich;ZH;Amb, Stat;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2684721.252;1246407.383;;;;
842;KJP Ambulatorium Laufen;Im Grossen Grien 6;4242;Laufen;BL;Amb;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2604723.357;1251896.012;;;;
843;KJP Ambulatorium Liestal;Goldbrunnenstrasse 11;4410;Liestal;BL;Amb;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2621349.295;1259832.748;;;;
844;KJP Klinik für Psychiatrie /Psychotherapiestation;Goldbrunnenstrasse 11;4410;Liestal;BL;Stat;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2621349.295;1259832.748;;;;
845;KJP Zentrum für psychische Gesundheit;Hauptstrasse 34;4102;Binningen;BL;Amb;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2610183.691;1265690.726;;;;
846;KJPD;Promenadenstrasse 21;8200;Schaffhausen;SH;Amb;Spitäler Schaffhausen;Geissbergstrasse 81;8208 Schaffhausen;160.49;481.39;208.68;167;62;32;;2689313.345;1283386.871;;;;
847;KJPD-Ambulatorium;Kantonsspital 13;6000;Luzern 16;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2664914.467;1212202.547;;;;
848;KJPD-Ambulatorium Hochdorf;Brauiplatz 8;6280;Hochdorf;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2664609.263;1224416.643;;;;
849;KJPD-Ambulatorium Sarnen;Brünigstrasse 183;6060;Sarnen;OW;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2661474.084;1193496.678;;;;
850;KJPD-Ambulatorium Sursee;Surentalstrasse 10;6210;Sursee;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2650924.938;1225448.474;;;;
851;KJPD-Ambulatorium Wolhusen;Gütsch 1 Josefshaus;6110;Wolhusen;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2648395.841;1212182.336;;;;
852;KJPP Zürich;Neumünsterallee 3;8032;Zürich;ZH;Amb, Stat;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2684485.822;1246355.484;;;;
853;KSB City;Mellingerstrasse 18;5400;Baden;AG;Amb;Kantonsspital Baden AG;Im Ergel;5404 Baden;459.39;927.92;408.43;370;;;;2665248.606;1258191.636;;;;
854;KSK Diessenhofen;St. Katharinental;8253;Diessenhofen;TG;Amb, Stat;Spital Thurgau AG Klinik St. Katharinental;St. Katharinental;8253 Diessenhofen;17.63;79.42;32.87;;;84;;2697442.784;1283096.637;;;;
855;Kantonsspital Aarau AG;Tellstrasse 25;5001;Aarau;AG;Amb, Stat;Kantonsspital Aarau AG;Tellstrasse 25;5000 Aarau;759.49;1376.62;543.37;451;;;;2646931.66;1248829.529;;;;
856;Kantonsspital Aarau AG Lenzburg;Dammweg 19;5600;Lenbzurg;AG;Amb;Kantonsspital Aarau AG;Tellstrasse 25;5000 Aarau;759.49;1376.62;543.37;451;;;;2655553.45;1249112.528;;;;
857;Kantonsspital Baden;Im Ergel 1;5404;Baden;AG;Amb, Stat;Kantonsspital Baden AG;Im Ergel;5404 Baden;459.39;927.92;408.43;370;;;;2663342.712;1256244.701;;;;
858;Kantonsspital Frauenfeld KSF;Pfaffenholzstrasse 4, Postfach;8501;Frauenfeld;TG;Amb, Stat;Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen;Waldeggstrasse 8a;8501 Frauenfeld;456.74;1153.28;333.38;483;;;;2710784.5;1267537.291;;;;
859;Kantonsspital Glarus Akutsomatik;Burgstrasse 99;8750;Glarus;GL;Amb, Stat;Kantonsspital Glarus;Burgstrasse 99;8750 Glarus;102.39;190.15;81.7;68;11;;;2723652.311;1211818.671;;;;
860;Kantonsspital Glarus Psychiatrie;Burgstrasse 99;8750;Glarus;GL;Amb, Stat;Kantonsspital Glarus;Burgstrasse 99;8750 Glarus;102.39;190.15;81.7;68;11;;;2723652.311;1211818.671;;;;
861;Kantonsspital Graubünden;Loestrasse 170;7000;Chur;GR;Amb, Stat;Kantonsspital Graubünden;Loestrasse 170;7000 Chur;415.98;797.25;304.78;305;;;;2760196.04;1192494.832;;;;
862;Kantonsspital Münsterlingen KSM;Spitalcampus 1;8596;Münsterlingen;TG;Amb, Stat;Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen;Waldeggstrasse 8a;8501 Frauenfeld;456.74;1153.28;333.38;483;;;;2735218.318;1277053.826;;;;
863;Kantonsspital Obwalden;Brünigstrasse 181;6060;Sarnen;OW;Amb, Stat;Kantonsspital Obwalden;Brünigstrasse 181;6060 Sarnen;71.96;150.7;60.89;51;;;;2661534.533;1193423.883;;;;
864;Kantonsspital Olten;Baslerstrasse 150;4600;Olten;SO;Amb, Stat;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;620.24;1438.16;466.03;460;140;;;2635181.499;1245210.007;;;;
865;Kantonsspital St. Gallen;Rorschacher Strasse 95;9007;St. Gallen;SG;Amb, Stat;Kantonsspital St. Gallen;Rorschacher Strasse 95;9007 St. Gallen;905.01;1812.77;666.27;631;;;;2747016.041;1255229.838;;;;
866;Kantonsspital Uri;Spitalstrasse 1;6460;Altdorf UR;UR;Amb, Stat;Kantonsspital Uri;Spitalstrasse 1;6460 Altdorf UR;61.38;192.04;71.01;57;;;;2691376.516;1193085.687;;;;
867;Kantonsspital Winterthur;Brauerstrasse 15;8400;Winterthur;ZH;Amb, Stat;Kantonsspital Winterthur;Brauerstrasse 15;8400 Winterthur;579.42;1468.94;383.92;347;12;;;2697194.232;1262598.591;;;;
868;Kinder- und Jugendpsychiatrie Schwyz;Bahnhofstrasse 1;6410;Goldau;SZ;Amb;Triaplus AG;Widenstrasse 55;6317 Oberwil bei Zug;61.57;129.42;98.11;;145;;;2684391.185;1211501.061;;;;
869;Kinder- und Jugendpsychiatrie Uri;Reussacherstrasse 32;6460;Altdorf UR;UR;Amb;Triaplus AG;Widenstrasse 55;6317 Oberwil bei Zug;61.57;129.42;98.11;;145;;;2690795.063;1192541.373;;;;
870;Kinder- und Jugendpsychiatrie Zug;Rathausstrasse 1;6340;Baar;ZG;Amb;Triaplus AG;Widenstrasse 55;6317 Oberwil bei Zug;61.57;129.42;98.11;;145;;;2682397.496;1227653.519;;;;
871;Kinderpsychiatrische Th.station;Fenkernstrasse 15;6010;Kriens;LU;Amb, Stat;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2663698.823;1209468.21;;;;
872;Klinik Adelheid AG;Höhenweg 71;6314;Unterägeri;ZG;Amb, Stat;Klinik Adelheid AG;Höhenweg 71;6314 Unterägeri;17.74;120.13;46.38;;;137;;2687418.382;1221769.273;;;;
873;Klinik Althaus und Tagesklinik Grünthalhaus Bern;Bolligenstrasse 141;3000;Bern 60;BE;Amb, Stat;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2603187.986;1201614.069;;;;
874;Klinik Arlesheim AG;Pfeffingerweg 1;4144;Arlesheim;BL;Amb, Stat;Klinik Arlesheim AG;Pfeffingerweg 1;4144 Arlesheim;81.4;135.06;66.3;42;47;;;2613277.441;1260347.446;;;;
875;Klinik Barmelweid;;5017;Barmelweid;AG;Amb, Stat;Klinik Barmelweid AG;;5017 Barmelweid;52.07;180.06;91.18;6;100;163;;2640217.604;1252431.029;;;;
876;Klinik Barmelweid Ambulatorium Aarau;Ziegelrain 1;5000;Aarau;AG;Amb;Klinik Barmelweid AG;;5017 Barmelweid;52.07;180.06;91.18;6;100;163;;2645741.558;1249149.071;;;;
877;Klinik Barmelweid Ambulatorium Brugg c/o Medizinisches Zentrum;Fröhlichstrasse 7;5200;Brugg;AG;Amb;Klinik Barmelweid AG;;5017 Barmelweid;52.07;180.06;91.18;6;100;163;;2657655.763;1259397.411;;;;
878;Klinik Barmelweid Ambulatorium Frick;Dammstrasse 3;5070;Frick;AG;Amb;Klinik Barmelweid AG;;5017 Barmelweid;52.07;180.06;91.18;6;100;163;;2643209.963;1261763.738;;;;
879;Klinik Beau-Site;Schänzlihalde 11;3013;Bern;BE;Amb, Stat;Hirslanden Bern AG;Schänzlihalde 11;3013 Bern;63.54;534.37;166.3;218;;;;2600722.844;1200187.437;;;;
880;Klinik Bolligenstrasse Bern;Bolligenstrasse 111;3000;Bern 60;BE;Amb, Stat;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2603187.986;1201614.069;;;;
881;Klinik ESTA;Gstadstrasse 42;4153;Reinach BL;BL;Amb, Stat;Klinik ESTA;Gstadstrasse 42;4153 Reinach BL;1.5;11.62;5.06;;24;;;2612366.734;1259846.974;;;;
882;Klinik Gais AG;Gäbrisstrasse 1172;9056;Gais;AR;Amb, Stat;Klinik Gais AG - Ein Haus der Kliniken Valens;Gäbrisstrasse 1172;9056 Gais;25.61;56.08;56.97;;80;97;;2753703.676;1248709.782;;;;
883;Klinik Gut Fläsch;Steigstrasse 12;7306;Fläsch;GR;Amb, Stat;Klinik Gut St. Moritz AG;Via Arona 34;7500 St. Moritz;32.73;56.26;19.21;40;;;;2757782.148;1210201.059;;;;
884;Klinik Gut St. Moritz;Via Arona 34;7500;St. Moritz;GR;Amb, Stat;Klinik Gut St. Moritz AG;Via Arona 34;7500 St. Moritz;32.73;56.26;19.21;40;;;;2784196.758;1152286.083;;;;
885;Klinik Hasliberg;Laueli 89b;6083;Hasliberg Hohfluh;BE;Amb, Stat;Rehaklinik Hasliberg AG;Laueli 89b;6083 Hasliberg Hohfluh;11.48;32.34;29.38;;;80;;2656798.287;1177623.517;;;;
886;Klinik Hirslanden AG;Witellikerstrasse 40;8008;Zürich;ZH;Amb, Stat;Klinik Hirslanden AG;Witellikerstrasse 40;8008 Zürich;131.32;793.79;203.79;331;;;;2685918.394;1245125.803;;;;
887;Klinik Hohmad;Hohmadstrasse 1;3600;Thun;BE;Amb, Stat;Klinik Hohmad AG;Hohmadstrasse 1;3600 Thun;0;20.32;9.5;13;;;;2614224.5;1177617.169;;;;
888;Klinik Im Hasel;Hasel 837;5728;Gontenschwil;AG;Amb, Stat;Klinik Im Hasel AG;Hasel 837;5728 Gontenschwil;10.48;24.74;36.15;;71;;;2651827.434;1235335.638;;;;
889;Klinik Im Park;Seestrasse 220;8002;Zürich;ZH;Amb, Stat;Klinik Im Park;Seestrasse 220;8002 Zürich;24.81;220.16;62.65;111;;;;2682574.263;1245217.211;;;;
890;Klinik Lengg AG;Bleulerstrasse 60;8008;Zürich;ZH;Amb, Stat;Klinik Lengg AG;Bleulerstrasse 60;8008 Zürich;38.68;105.96;118.6;19;;52;;2685434.178;1244804.211;;;;
891;Klinik Linde;Blumenrain 105;2503;Biel/Bienne;BE;Amb, Stat;Hirslanden Klinik Linde AG;Blumenrain 105;2503 Biel;12.72;184.68;63.31;107;;;;2586667.165;1220246.79;;;;
892;Klinik Luzern;Areal Kantonsspital 11 Spitalstr;6000;Luzern 16;LU;Amb, Stat;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2664968.003;1212145.003;;;;
893;Klinik Meissenberg AG;Meisenbergstrasse 17;6301;Zug;ZG;Amb, Stat;Klinik Meissenberg AG;Meisenbergstrasse 17;6300 Zug;12.96;56.74;21.14;;75;;;2681644.586;1223138.618;;;;
894;Klinik Murtenstrasse Bern;Murtenstrasse 21;3008;Bern;BE;Amb, Stat;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2599024.136;1199754.117;;;;
895;Klinik Neuhaus Ittigen;Untere Zollgasse 99;3063;Ittigen;BE;Amb, Stat;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2603641.521;1202049.834;;;;
896;Klinik Oberried;Panoramastrasse 20;3854;Oberried am Brienzersee;BE;Amb, Stat;Reha- und Kurklinik Eden AG;Panoramastrasse 20;3854 Oberried am Brienzersee;2.29;27.4;11.92;;;35;;2640202.359;1176501.593;;;;
897;Klinik Permanence;Bümplizstrasse 83;3018;Bern;BE;Amb, Stat;Hirslanden Bern AG;Schänzlihalde 11;3013 Bern;63.54;534.37;166.3;218;;;;2596470.988;1199279.594;;;;
898;Klinik Pyramide am See;Bellerivestrasse 34;8008;Zürich;ZH;Amb, Stat;Klinik Pyramide am See AG;Bellerivestrasse 34;8008 Zürich;2.28;25.19;6.74;20;;;;2683878.729;1245839.454;;;;
899;Klinik SGM;Weissensteinstrasse 30;4900;Langenthal;BE;Amb, Stat;Stiftung für ganzheitliche Medizin;Weissensteinstrasse 30;4900 Langenthal;23.25;34.72;32.77;;53;4;;2625432.588;1229769.508;;;;
900;Klinik Sarnen  (Station A);Brünigstrasse 183;6060;Sarnen;OW;Stat;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2661474.084;1193496.678;;;;
901;Klinik Schloss Mammern;Dr. A.O. Fleisch-Strasse 3;8265;Mammern;TG;Amb, Stat;Klinik Schloss Mammern AG;Dr. A. O. Fleisch­Strasse 3;8265 Mammern;8.24;89.99;50.88;;;160;;2711134.636;1278383.719;;;;
902;Klinik Schönberg;Schönbergstrasse 40;3654;Gunten;BE;Amb, Stat;Klinik Schönberg AG;Schönbergstrasse 40;3654 Gunten;8;74.69;38.42;;;100;;2619910.158;1173740.146;;;;
903;Klinik Schützen;Bahnhofstrasse 19;4310;Rheinfelden;AG;Amb, Stat;Schützen Rheinfelden AG Klinik & Ambulatorium;Bahnhofstrasse 19;4310 Rheinfelden;26.38;60.53;57.44;;104;;;2626672.678;1266991.242;;;;
904;Klinik Siloah;Worbstrasse 316;3073;Gümligen;BE;Amb, Stat;Siloah AG;Worbstrasse 316;3073 Gümligen;41.91;139.74;49.45;43;;48;;2606032.837;1197872.626;;;;
905;Klinik Sonnenhalde, Basel;Aeschengraben 26;4051;Basel;BS;Amb;Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;13.13;54.65;32.35;;68;;;2611614.237;1266638.005;;;;
906;Klinik Sonnenhalde, Reinach;Bruggstrasse 12;4153;Reinach BL;BL;Amb;Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;13.13;54.65;32.35;;68;;;2611525.19;1259961.665;;;;
907;Klinik Sonnenhalde, Riehen;Gänshaldenweg 22;4125;Riehen;BS;Amb, Stat;Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;13.13;54.65;32.35;;68;;;2616440.271;1270455.947;;;;
908;Klinik Sonnenhof;Sonnenhofstrasse 15;9608;Ganterschwil;SG;Amb, Stat;Klinik Sonnenhof Kinder- & Jugendpsychiatrisches Zentrum;Sonnenhofstrasse 15;9608 Ganterschwil;4.72;55.2;13.57;;44;;;2724371.971;1249099.584;;;;
909;Klinik Soteria;Bühlstrasse 19a;3012;Bern;BE;Stat;Interessengemeinschaft Sozialpsychiatrie IGS (Verein);Bühlstrasse 19a;3012 Bern;0.34;5.94;14.3;;10;;;2599261.612;1199907.177;;;;
910;Klinik St. Urban;Schafmattstrasse 1;4915;St. Urban;LU;Amb, Stat;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2630615.916;1231092.265;;;;
911;Klinik Susenberg;Schreberweg 9;8044;Zürich;ZH;Amb, Stat;Klinik Susenberg;Schreberweg 9;8044 Zürich;6.84;38.55;9.91;15;;19;;2685301.773;1247950.865;;;;
912;Klinik Tiefenbrunnen;Dammstrasse 29;8702;Zollikon;ZH;Amb, Stat;Klinik Tiefenbrunnen AG;Dammstrasse 29;8702 Zollikon;0;1.74;2.54;1;;;;2685357.578;1244254.226;;;;
913;Klinik Wysshölzli;Waldrandweg 19;3360;Herzogenbuchsee;BE;Amb, Stat;Klinik Wysshölzli Marie Sollberger-Stiftung;Waldrandweg 19;3360 Herzogenbuchsee;0.34;9.24;13.61;;37;;;2620990.461;1226036.421;;;;
914;Klinik Zugersee;Widenstrasse 55;6317;Oberwil b. Zug;ZG;Amb, Stat;Triaplus AG;Widenstrasse 55;6317 Oberwil bei Zug;61.57;129.42;98.11;;145;;;2681479;1221984.004;;;;
915;Klinik für Forensische Psychiatrie;Königsfelderstrasse 1;5210;Windisch;AG;Amb, Stat;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2658584.36;1259332.163;;;;
916;Klinik für Schlafmedizin;Badstrasse 33;5330;Bad Zurzach;AG;Amb, Stat;ZURZACH Care Klinik für Schlafmedizin;Badstrasse 33;5330 Bad Zurzach;2.52;9.73;4;;1;;;2663874.091;1271488.972;;;;
917;LUKS Luzern;Spitalstrasse;6000;Luzern 16;LU;Amb, Stat;LUKS Spitalbetriebe AG;Spitalstrasse;6004 Luzern;1111.49;2535.92;762.34;671;;61;;2665228.294;1212337.622;;;;
918;LUKS Sursee;Spitalstrasse 16A;6210;Sursee;LU;Amb, Stat;LUKS Spitalbetriebe AG;Spitalstrasse;6004 Luzern;1111.49;2535.92;762.34;671;;61;;2651481.199;1224362.61;;;;
919;LUKS Wolhusen;Spitalstrasse;6110;Wolhusen;LU;Amb, Stat;LUKS Spitalbetriebe AG;Spitalstrasse;6004 Luzern;1111.49;2535.92;762.34;671;;61;;2648292.572;1213030.457;;;;
920;La Chaux-de-Fonds;Chasseral 20;2300;La Chaux-de-Fonds;NE;Amb, Stat;Réseau hospitalier neuchâtelois RHNe;Maladière 45;2000 Neuchâtel;429.33;1041.97;321.97;317;;100;;2554027.057;1218274.714;;;;
